SCHL,gmajor,_FREQ_,radj_wagp,pct,pct_gmajor,major_occ,source,target
Bachelors,Arts,58,34000,0.0444422877,0.0012677005,"Education, training, and library",Major: Visual and performing arts,Occ: Other teachers and instructors
Bachelors,Biology and life sciences,93,29000,0.0514903133,0.0029744551,"Education, training, and library",Major: Biochemical sciences,Occ: Postsecondary teachers
Bachelors,Biology and life sciences,113,41000,0.0577156433,0.0033340755,Healthcare practitioners and technical,Major: Biochemical sciences,Occ: Clinical laboratory technologists and technicians
Bachelors,Biology and life sciences,54,68000,0.0258218691,0.001491659,Healthcare practitioners and technical,Major: Biochemical sciences,Occ: Registered nurses
Bachelors,Biology and life sciences,101,62000,0.0460786,0.0026618352,"Life, physical, and social sciences",Major: Biochemical sciences,Occ: Chemists and materials scientists
Bachelors,Biology and life sciences,74,41000,0.0353574567,0.002042504,"Life, physical, and social sciences",Major: Biochemical sciences,"Occ: Miscellaneous life, physical, and social science technicians"
Bachelors,Biology and life sciences,100,55000,0.0518483047,0.0029951353,"Life, physical, and social sciences",Major: Biochemical sciences,"Occ: Physical scientists, all other"
Bachelors,Biology and life sciences,137,89000,0.0617511821,0.0035671976,Management,Major: Biochemical sciences,"Occ: Managers, all other"
Bachelors,Biology and life sciences,257,60000,0.0123291029,0.0074972384,Business and financial operations,Major: Biology,Occ: Accountants and auditors
Bachelors,Biology and life sciences,659,45000,0.0263904194,0.0160478233,"Education, training, and library",Major: Biology,Occ: Elementary and middle school teachers
Bachelors,Biology and life sciences,417,28000,0.0183132339,0.0111361452,"Education, training, and library",Major: Biology,Occ: Postsecondary teachers
Bachelors,Biology and life sciences,335,46000,0.0148872317,0.009052818,"Education, training, and library",Major: Biology,Occ: Secondary school teachers
Bachelors,Biology and life sciences,1045,50000,0.0486724628,0.0295973729,Healthcare practitioners and technical,Major: Biology,Occ: Clinical laboratory technologists and technicians
Bachelors,Biology and life sciences,289,33000,0.0140025749,0.0085148646,Healthcare practitioners and technical,Major: Biology,Occ: Health practitioner support technologists and technicians
Bachelors,Biology and life sciences,1100,63000,0.0491463703,0.0298855526,Healthcare practitioners and technical,Major: Biology,Occ: Registered nurses
Bachelors,Biology and life sciences,508,53000,0.0227934925,0.0138605581,"Life, physical, and social sciences",Major: Biology,Occ: Biological scientists
Bachelors,Biology and life sciences,347,57000,0.0151919811,0.0092381339,"Life, physical, and social sciences",Major: Biology,Occ: Chemists and materials scientists
Bachelors,Biology and life sciences,408,40000,0.018217834,0.0110781332,"Life, physical, and social sciences",Major: Biology,"Occ: Miscellaneous life, physical, and social science technicians"
Bachelors,Biology and life sciences,436,54000,0.0192703238,0.0117181447,"Life, physical, and social sciences",Major: Biology,"Occ: Physical scientists, all other"
Bachelors,Biology and life sciences,251,75000,0.0103632481,0.0063018163,Management,Major: Biology,Occ: General and operations managers
Bachelors,Biology and life sciences,1215,84000,0.0544476858,0.0331092443,Management,Major: Biology,"Occ: Managers, all other"
Bachelors,Biology and life sciences,234,100000,0.0115354293,0.0070146112,Management,Major: Biology,Occ: Marketing and sales managers
Bachelors,Biology and life sciences,301,68000,0.0129169602,0.0078547102,Management,Major: Biology,Occ: Medical and health services managers
Bachelors,Biology and life sciences,211,43000,0.010038182,0.0061041459,Office and administrative support,Major: Biology,Occ: Customer service representatives
Bachelors,Biology and life sciences,259,58000,0.0107033308,0.0065086181,Office and administrative support,Major: Biology,Occ: First-line supervisors of office and administrative support workers
Bachelors,Biology and life sciences,306,38000,0.0134279676,0.0081654501,Office and administrative support,Major: Biology,Occ: Secretaries and administrative assistants
Bachelors,Biology and life sciences,268,51000,0.0117885039,0.007168504,Production,Major: Biology,"Occ: Inspectors, testers, sorters, samplers, and weighers"
Bachelors,Biology and life sciences,255,75000,0.0112306799,0.0068292953,Sales and related,Major: Biology,Occ: First-line supervisors of non-retail sales workers
Bachelors,Biology and life sciences,401,50000,0.0186541999,0.0113434842,Sales and related,Major: Biology,Occ: First-line supervisors of retail sales workers
Bachelors,Biology and life sciences,292,53000,0.0146840654,0.008929274,Sales and related,Major: Biology,Occ: Retail salespersons
Bachelors,Biology and life sciences,549,98000,0.0248207389,0.0150933119,Sales and related,Major: Biology,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Biology and life sciences,97,50000,0.0640372121,0.0025068681,"Life, physical, and social sciences",Major: Ecology,Occ: Biological scientists
Bachelors,Biology and life sciences,98,74000,0.0538903258,0.0021096474,Management,Major: Ecology,"Occ: Managers, all other"
Bachelors,Biology and life sciences,120,62000,0.0276324755,0.0029623693,Business and financial operations,Major: Environmental science,Occ: Compliance officers
Bachelors,Biology and life sciences,76,66000,0.017989919,0.0019286287,Business and financial operations,Major: Environmental science,Occ: Management analysts
Bachelors,Biology and life sciences,73,48000,0.0174638248,0.0018722282,"Education, training, and library",Major: Environmental science,Occ: Elementary and middle school teachers
Bachelors,Biology and life sciences,102,65000,0.0230905283,0.002475445,Healthcare practitioners and technical,Major: Environmental science,Occ: Other healthcare practitioners and technical occupations
Bachelors,Biology and life sciences,71,53000,0.0161310526,0.0017293469,"Life, physical, and social sciences",Major: Environmental science,Occ: Biological scientists
Bachelors,Biology and life sciences,223,55000,0.0558110871,0.0059832877,"Life, physical, and social sciences",Major: Environmental science,Occ: Environmental scientists and geoscientists
Bachelors,Biology and life sciences,51,50000,0.0116467252,0.0012485997,"Life, physical, and social sciences",Major: Environmental science,"Occ: Physical scientists, all other"
Bachelors,Biology and life sciences,55,100000,0.0139039202,0.0014905847,Management,Major: Environmental science,Occ: Chief executives
Bachelors,Biology and life sciences,62,75000,0.0153268799,0.0016431347,Management,Major: Environmental science,Occ: General and operations managers
Bachelors,Biology and life sciences,412,75000,0.0960823513,0.010300612,Management,Major: Environmental science,"Occ: Managers, all other"
Bachelors,Biology and life sciences,56,77000,0.013164883,0.0014113555,Management,Major: Environmental science,Occ: Marketing and sales managers
Bachelors,Biology and life sciences,67,61000,0.0149060045,0.0015980143,Office and administrative support,Major: Environmental science,Occ: First-line supervisors of office and administrative support workers
Bachelors,Biology and life sciences,55,51000,0.0139314775,0.0014935391,Production,Major: Environmental science,"Occ: Inspectors, testers, sorters, samplers, and weighers"
Bachelors,Biology and life sciences,70,50000,0.0225669392,0.002419313,Sales and related,Major: Environmental science,Occ: First-line supervisors of retail sales workers
Bachelors,Biology and life sciences,70,96000,0.0154120571,0.0016522662,Sales and related,Major: Environmental science,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Biology and life sciences,186,55000,0.1120456971,0.0052734471,Healthcare practitioners and technical,Major: Microbiology,Occ: Clinical laboratory technologists and technicians
Bachelors,Biology and life sciences,55,66000,0.0349461599,0.0016447461,Healthcare practitioners and technical,Major: Microbiology,Occ: Registered nurses
Bachelors,Biology and life sciences,80,66000,0.0434487363,0.0020449211,"Life, physical, and social sciences",Major: Microbiology,Occ: Biological scientists
Bachelors,Biology and life sciences,51,68000,0.0263066292,0.0012381253,"Life, physical, and social sciences",Major: Microbiology,"Occ: Physical scientists, all other"
Bachelors,Biology and life sciences,105,77000,0.0568531337,0.002675801,Management,Major: Microbiology,"Occ: Managers, all other"
Bachelors,Biology and life sciences,51,41000,0.017951359,0.0013012402,"Education, training, and library",Major: Miscellaneous biology,Occ: Elementary and middle school teachers
Bachelors,Biology and life sciences,54,26000,0.0228087856,0.0016533405,"Education, training, and library",Major: Miscellaneous biology,Occ: Postsecondary teachers
Bachelors,Biology and life sciences,77,47000,0.0267658654,0.0019401773,Healthcare practitioners and technical,Major: Miscellaneous biology,Occ: Clinical laboratory technologists and technicians
Bachelors,Biology and life sciences,60,65000,0.0243538252,0.0017653358,Healthcare practitioners and technical,Major: Miscellaneous biology,Occ: Diagnostic related technologists and technicians
Bachelors,Biology and life sciences,117,65000,0.0439280315,0.0031842113,Healthcare practitioners and technical,Major: Miscellaneous biology,Occ: Registered nurses
Bachelors,Biology and life sciences,109,59000,0.0373143729,0.002704807,"Life, physical, and social sciences",Major: Miscellaneous biology,Occ: Biological scientists
Bachelors,Biology and life sciences,56,50000,0.0204152711,0.0014798418,"Life, physical, and social sciences",Major: Miscellaneous biology,"Occ: Physical scientists, all other"
Bachelors,Biology and life sciences,142,77000,0.0461881614,0.0033480413,Management,Major: Miscellaneous biology,"Occ: Managers, all other"
